"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Do Nascimento T.F.; Salazar A.O.","Do Nascimento, Thiago F. (57476970500); Salazar, Andres O. (7102422753)","57476970500; 7102422753","Power System Stabilizer Applied to VSG-Based Power Flow Control of DG Systems in Low-Voltage Networks","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146149041&doi=10.1109%2fSEPOC54972.2022.9976432&partnerID=40&md5=1e8db68ae0fd4bdc842dfafb9f5f9eba"
"Silva S.N.; da Silva L.M.D.; Dias L.A.; Fernandes M.A.C.","Silva, Sérgio N. (56402497700); da Silva, Lucileide M. D. (57205121703); Dias, Leonardo A. (57216084309); Fernandes, Marcelo A. C. (7202947679)","56402497700; 57205121703; 57216084309; 7202947679","Prediction Techniques on FPGA for Latency Reduction on Tactile Internet","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129687381&doi=10.3390%2fs22093556&partnerID=40&md5=857e32c0f50c95ceeab7b559c65f2606"
"Topolewicz K.; Dorea C.E.T.; Olaru S.; Girejko E.","Topolewicz, Katarzyna (57226388068); Dorea, Carlos E. T. (7004096252); Olaru, Sorin (9279624600); Girejko, Ewa (56032134200)","57226388068; 7004096252; 9279624600; 56032134200","On deployment problem of multi-agent systems with delays","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146714898&doi=10.1109%2fICARCV57592.2022.10004374&partnerID=40&md5=827c64eb77a7ff28f18350490c514fe2"
"Santo Y.; Dalmazo B.L.; Immich R.; Riker A.","Santo, Yuri (58089286900); Dalmazo, Bruno L. (36547656800); Immich, Roger (23990618900); Riker, Andre (54896460500)","58089286900; 36547656800; 23990618900; 54896460500","On the Performance of Machine Learning at the Network Edge to Detect Industrial IoT Faults","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147324840&doi=10.1109%2fNCA57778.2022.10013585&partnerID=40&md5=6aeeb971d306dbcd15abe2e730d38ad1"
"Silva L.; Castro M.; Silva M.; Santos M.; Kulesza U.; Lima M.; Madeira H.","Silva, Leo (36714246600); Castro, Marilia (58168701800); Silva, Miriam (57220800365); Santos, Milena (58343460400); Kulesza, Uira (12645089300); Lima, Margarida (58900507700); Madeira, Henrique (7004929011)","36714246600; 58168701800; 57220800365; 58343460400; 12645089300; 58900507700; 7004929011","Emotional Dashboard: a Non-Intrusive Approach to Monitor Software Developers' Emotions and Personality Traits","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151427692&doi=10.1109%2fQRS57517.2022.00045&partnerID=40&md5=3b98e0951d1dc0ea5bdacd73a31b1648"
"Fonseca G.A.; Ferreira D.D.; Costa F.B.; Almeida A.R.","Fonseca, Gabriel A. (57221801082); Ferreira, Danton D. (23977842900); Costa, Flávio B. (22333585200); Almeida, Aryfrance R. (55254352600)","57221801082; 23977842900; 22333585200; 55254352600","Fault Classification in Transmission Lines Using Random Forest and Notch Filter","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118578884&doi=10.1007%2fs40313-021-00844-4&partnerID=40&md5=9a79f797b42003a07f7b5eeccac2151a"
"Severino A.G.V.; de Lima J.M.M.; de Araújo F.M.U.","Severino, Alcemy Gabriel Vitor (56895829500); de Lima, Jean Mário Moreira (57897186700); de Araújo, Fábio Meneghetti Ugulino (35316777100)","56895829500; 57897186700; 35316777100","Industrial Soft Sensor Optimized by Improved PSO: A Deep Representation-Learning Approach","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138400061&doi=10.3390%2fs22186887&partnerID=40&md5=2bb684b5aabd6c76f68f35fe639192b1"
"Asmus T.D.C.; Sanz J.A.; Dimuro G.P.; Bedregal B.; Fernandez J.; Bustince H.","Asmus, Tiago Da Cruz (57192818839); Sanz, Jose Antonio (35113807900); Dimuro, Gracaliz Pereira (6508226260); Bedregal, Benjamin (15520790700); Fernandez, Javier (57198957963); Bustince, Humberto (55034746100)","57192818839; 35113807900; 6508226260; 15520790700; 57198957963; 55034746100","N-Dimensional Admissibly Ordered Interval-Valued Overlap Functions and Its Influence in Interval-Valued Fuzzy-Rule-Based Classification Systems","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099728640&doi=10.1109%2fTFUZZ.2021.3052342&partnerID=40&md5=21c42d0dfdacdde12c9c55790e4f05cd"
"Carvalho A.; de M. Rodrigues C.O.; Pedrini A.","Carvalho, Allyson (58759067400); de M. Rodrigues, Clara O. (58759112000); Pedrini, Aldomar (7004257658)","58759067400; 58759112000; 7004257658","A web dashboard to support early design decisions to meet energy goals","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179512614&doi=10.26868%2f25222708.2023.1390&partnerID=40&md5=3d4e56a4e4589179c8e2c7d1bc53f0fa"
"Santiago R.; Bedregal B.; Dimuro G.P.; Fernandez J.; Bustince H.; Fardoun H.M.","Santiago, Regivan (7006674404); Bedregal, Benjamin (15520790700); Dimuro, Gracaliz Pereira (6508226260); Fernandez, Javier (57198957963); Bustince, Humberto (55034746100); Fardoun, Habib M. (26435262800)","7006674404; 15520790700; 6508226260; 57198957963; 55034746100; 26435262800","Abstract Homogeneous Functions and Consistently Influenced/Disturbed Multi-Expert Decision Making","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119621611&doi=10.1109%2fTFUZZ.2021.3117438&partnerID=40&md5=21910e18aa71a1bdefc1489a4ffe1cd8"
"Do Nascimento Neto G.S.; Da Paz Silva M.A.; De Lima Teixeira L.R.; Do Nascimento Araujo Maia C.J.; Chiesa E.R.; Lima C.H.J.","Do Nascimento Neto, Gabriel Sebastiao (58074741400); Da Paz Silva, Matheus Andre (58073682100); De Lima Teixeira, Leonardo Rodrigues (57221817740); Do Nascimento Araujo Maia, Claudia Juliette (58075533200); Chiesa, Eduarda Rodrigues (58074473600); Lima, Caio Henrique Jardelino (57196901357)","58074741400; 58073682100; 57221817740; 58075533200; 58074473600; 57196901357","Development of an Introduction to Robotics Course for 9th-grade Students of Public Schools Using the Flipped Classroom Methodology","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146688874&doi=10.1109%2fLARS%2fSBR%2fWRE56824.2022.9995924&partnerID=40&md5=371302ed74faa9c32727ac00371c29e4"
"De Miguel L.; Santiago R.; Wagner C.; Garibaldi J.M.; Takac Z.; De Hierro A.F.R.L.; Bustince H.","De Miguel, Laura (56297256800); Santiago, Regivan (7006674404); Wagner, Christian (55652566500); Garibaldi, Jonathan M. (56765542600); Takac, Zdenko (55546506200); De Hierro, Antonio Francisco Roldan Lopej (56874899500); Bustince, Humberto (55034746100)","56297256800; 7006674404; 55652566500; 56765542600; 55546506200; 56874899500; 55034746100","Extension of Restricted Equivalence Functions and Similarity Measures for Type-2 Fuzzy Sets","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121845594&doi=10.1109%2fTFUZZ.2021.3136349&partnerID=40&md5=0dcafbd4cf907e23dbc73154a592a709"
"de Souza Neto J.B.; Martins Moreira A.; Vargas-Solar G.; Musicante M.A.","de Souza Neto, João Batista (57191826673); Martins Moreira, Anamaria (8345307700); Vargas-Solar, Genoveva (14632835700); Musicante, Martin A. (8586992500)","57191826673; 8345307700; 14632835700; 8586992500","TRANSMUT-Spark: Transformation mutation for Apache Spark","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124572595&doi=10.1002%2fstvr.1809&partnerID=40&md5=256bbee15c7c12ac4241b55eea75c5a2"
"Lima E.C.D.O.; Soares A.W.A.; Belfort D.R.","Lima, Evelyn Cristina de Oliveira (57983297200); Soares, Antonio Wallace Antunes (56131176200); Belfort, Diomadson Rodrigues (24775112000)","57983297200; 56131176200; 24775112000","4th Order LC-Based Sigma Delta Modulators","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142721790&doi=10.3390%2fs22228915&partnerID=40&md5=9ee534d38f757f986d83cea85f67a7e9"
"Taconet C.; Batista T.; Borges P.; Bouloukakis G.; Cavalcante E.; Chabridon S.; Conan D.; Desprats T.; Muñante D.","Taconet, Chantal (6505806648); Batista, Thais (36812228000); Borges, Pedro (57889878500); Bouloukakis, Georgios (55886963300); Cavalcante, Everton (54893538400); Chabridon, Sophie (6506799021); Conan, Denis (6506330043); Desprats, Thierry (6505501515); Muñante, Denisse (55274129600)","6505806648; 36812228000; 57889878500; 55886963300; 54893538400; 6506799021; 6506330043; 6505501515; 55274129600","Middleware Supporting PIS: Requirements, Solutions, and Challenges","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160138747&doi=10.1007%2f978-3-031-18176-4_4&partnerID=40&md5=55478f4ae92fb560c63a54db4a8d0bbb"
"Gallardo D.I.; Bourguignon M.; Gómez Y.M.; Caamaño-Carrillo C.; Venegas O.","Gallardo, Diego I. (56736005700); Bourguignon, Marcelo (55372187300); Gómez, Yolanda M. (56205034500); Caamaño-Carrillo, Christian (57215063793); Venegas, Osvaldo (6506769962)","56736005700; 55372187300; 56205034500; 57215063793; 6506769962","Parametric Quantile Regression Models for Fitting Double Bounded Response with Application to COVID-19 Mortality Rate Data","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133479887&doi=10.3390%2fmath10132249&partnerID=40&md5=8b38dde74ce5eb91898cc014a189c006"
"Vieira R.G.; Dhimish M.; de Araújo F.M.U.; da Silva Guerra M.I.","Vieira, Romênia Gurgel (57190174425); Dhimish, Mahmoud (57190686691); de Araújo, Fábio Meneghetti Ugulino (35316777100); da Silva Guerra, Maria Izabel (57580922600)","57190174425; 57190686691; 35316777100; 57580922600","Comparing multilayer perceptron and probabilistic neural network for PV systems fault detection","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128456384&doi=10.1016%2fj.eswa.2022.117248&partnerID=40&md5=5e8077b2352019d4005aa0c6e9fc156b"
"Blind N.; Conod U.; de Meideros A.; Wildi F.; Bouchy F.; Bovay S.; Brousseau D.; Cabral A.; Genolet L.; Kolb J.; Schnell R.; Segovia A.; Sordet M.; Thibault S.; Wehbe B.; Zins G.","Blind, N. (36676259500); Conod, U. (57192250114); de Meideros, A. (57216638160); Wildi, F. (55949150600); Bouchy, F. (6603747336); Bovay, S. (57200204559); Brousseau, D. (15077859300); Cabral, A. (14619014800); Genolet, L. (36637148600); Kolb, J. (7103228906); Schnell, R. (37079516800); Segovia, A. (36524070000); Sordet, M. (57170562500); Thibault, S. (7007156921); Wehbe, B. (57211522304); Zins, G. (6701751752)","36676259500; 57192250114; 57216638160; 55949150600; 6603747336; 57200204559; 15077859300; 14619014800; 36637148600; 7103228906; 37079516800; 36524070000; 57170562500; 7007156921; 57211522304; 6701751752","NIRPS Front-End: Design, performance, and lessons learned","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178519712&doi=10.1117%2f12.2628321&partnerID=40&md5=d38871fbed767972e33031b1bd2d755b"
"Chleboun J.; Amorim T.; Nascimento A.M.; Nascimento T.P.","Chleboun, Jan (6603767361); Amorim, Thulio (57222712043); Nascimento, Ana Maria (58077675100); Nascimento, Tiago P. (18038159700)","6603767361; 57222712043; 58077675100; 18038159700","An Improved Spanning Tree-Based Algorithm for Coverage of Large Areas Using Multi-UAV Systems","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146809329&doi=10.3390%2fdrones7010009&partnerID=40&md5=86c8ba612ca89aa34ba376f45ff1a73a"
"Flor D.; Pena D.; Oliveira H.L.; Pena L.; de Sousa V.A., Jr.; Martins A.","Flor, Daniel (57216582037); Pena, Danilo (57209855400); Oliveira, Hyago Lucas (57214550114); Pena, Luan (57209848920); de Sousa, Vicente A. (6603844872); Martins, Allan (57985251100)","57216582037; 57209855400; 57214550114; 57209848920; 6603844872; 57985251100","Evaluation of Acoustic Noise Level and Impulsiveness Inside Vehicles in Different Traffic Conditions","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125373889&doi=10.3390%2fs22051946&partnerID=40&md5=8fc8741e7e4e75e5109295d1a636df03"
"Flores T.; Silva M.; Azevedo M.; Medeiros T.; Medeiros M.; Silva I.; Dias Santos M.M.; Costa D.G.","Flores, Thommas (57211156889); Silva, Marianne (57207807053); Azevedo, Mariana (58167671300); Medeiros, Thais (58538636900); Medeiros, Morsinaldo (58168755900); Silva, Ivanovitch (36537969500); Dias Santos, Max Mauro (56597626300); Costa, Daniel G. (35519411300)","57211156889; 57207807053; 58167671300; 58538636900; 58168755900; 36537969500; 56597626300; 35519411300","TinyML for Safe Driving: The Use of Embedded Machine Learning for Detecting Driver Distraction","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171435772&doi=10.1109%2fMetroAutomotive57488.2023.10219132&partnerID=40&md5=d788dc5d57b586816d3f73608e2a9755"
"Santos J.F.D.; Tshoombe B.K.; Santos L.H.B.; Araujo R.C.F.; Manito A.R.A.; Fonseca W.S.; Silva M.O.","Santos, Jhennifer F. Dos (57275346000); Tshoombe, Bendict K. (57274908400); Santos, Lucas H. B. (57275044300); Araujo, Ramon C. F. (54896242200); Manito, Allan R. A. (27467498800); Fonseca, Wellington S. (57981210400); Silva, Marcelo O. (55600196400)","57275346000; 57274908400; 57275044300; 54896242200; 27467498800; 57981210400; 55600196400","Digital Twin-Based Monitoring System of Induction Motors Using IoT Sensors and Thermo-Magnetic Finite Element Analysis","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146231983&doi=10.1109%2fACCESS.2022.3232063&partnerID=40&md5=2a49d50a320009075e745b0d85ae0299"
"de Souza Oliveira L.; Argou A.; Dilli R.; Yamin A.; Reiser R.; Bedregal B.","de Souza Oliveira, Lizandro (56239470300); Argou, Amanda (57203111204); Dilli, Renato (36720297800); Yamin, Adenauer (6603919582); Reiser, Renata (8240172800); Bedregal, Benjamín (15520790700)","56239470300; 57203111204; 36720297800; 6603919582; 8240172800; 15520790700","Exploring fuzzy set consensus analysis in IoT resource ranking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122432070&doi=10.1016%2fj.engappai.2021.104617&partnerID=40&md5=fd20a4803bd85b306c1f20310f881efe"
"Bourguignon M.; Gallardo D.I.; Gómez H.J.","Bourguignon, Marcelo (55372187300); Gallardo, Diego I. (56736005700); Gómez, Héctor J. (57217198513)","55372187300; 56736005700; 57217198513","A Note on Pareto-Type Distributions Parameterized by Its Mean and Precision Parameters","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124517439&doi=10.3390%2fmath10030528&partnerID=40&md5=c0dad855fbcfd36312bd24d6aebdee11"
"Câmara G.B.M.; Coutinho M.G.F.; Silva L.M.D.D.; Gadelha W.V.D.N.; Torquato M.F.; Barbosa R.D.M.; Fernandes M.A.C.","Câmara, Gabriel B. M. (57223853600); Coutinho, Maria G. F. (57208260908); Silva, Lucileide M. D. da (57205121703); Gadelha, Walter V. do N. (57853508000); Torquato, Matheus F. (57195314921); Barbosa, Raquel de M. (56649607000); Fernandes, Marcelo A. C. (7202947679)","57223853600; 57208260908; 57205121703; 57853508000; 57195314921; 56649607000; 7202947679","Convolutional Neural Network Applied to SARS-CoV-2 Sequence Classification","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136340362&doi=10.3390%2fs22155730&partnerID=40&md5=be94a92806a637ae650a30213d15d338"
"Oliveira Silva J.W.; Lima R.A.; Morya E.; Brasil F.L.; Gonçalves L.M.G.","Oliveira Silva, José Wanderson (58055249400); Lima, Renan Araújo (58054890300); Morya, Edgard (6506185708); Brasil, Fabricio Lima (55934809900); Gonçalves, Luiz Marcos Garcia (58069927800)","58055249400; 58054890300; 6506185708; 55934809900; 58069927800","Improved Behavioral Box and Sensing Techniques for Analysis of Tactile Discrimination Tasks in Rodents","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145973610&doi=10.3390%2fs23010288&partnerID=40&md5=96c5f7c801be72fcbc55338af1db056f"
"Júnior J.C.X.; S. Barreto C.A.; Gorgônio A.C.; de P. Canuto A.M.; Barros M.F.; Targino V.V.","Júnior, João C. Xavier (57216444251); S. Barreto, Cephas A. da (57285139900); Gorgônio, Arthur C. (57203487741); de P. Canuto, Anne Magály (57218488656); Barros, Mateus F. (58394480600); Targino, Victor V. (58393698000)","57216444251; 57285139900; 57203487741; 57218488656; 58394480600; 58393698000","Investigating the Use of a Distance-Weighted Criterion in Wrapper-Based Semi-supervised Methods","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163287351&doi=10.1007%2f978-3-031-27409-1_59&partnerID=40&md5=347e616b17034e3bace41f4733d09e22"
"Lima J.P.S.H.; De Medeiros A.A.M.; De Aguiar E.P.; Silva E.F.; De Sousa V.A.; Nunes M.L.; Reis A.L.","Lima, João P. S. H. (57886299400); De Medeiros, Álvaro A. M. (15924771000); De Aguiar, Eduardo P. (35101849500); Silva, Edelberto F. (24315363000); De Sousa, Vicente A. (6603844872); Nunes, Marcelo L. (57192181696); Reis, Alysson L. (57204770971)","57886299400; 15924771000; 35101849500; 24315363000; 6603844872; 57192181696; 57204770971","Deep Learning-Based Handover Prediction for 5G and Beyond Networks","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178256100&doi=10.1109%2fICC45041.2023.10279195&partnerID=40&md5=02b5aa14716e1e41d0acc2b553989e2e"
"Martínez-Flórez G.; Lemonte A.J.; Moreno-Arenas G.; Tovar-Falón R.","Martínez-Flórez, Guillermo (55536045100); Lemonte, Artur J. (16205256400); Moreno-Arenas, Germán (55788815400); Tovar-Falón, Roger (57216787952)","55536045100; 16205256400; 55788815400; 57216787952","The Bivariate Unit-Sinh-Normal Distribution and Its Related Regression Model","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137803245&doi=10.3390%2fmath10173125&partnerID=40&md5=07bd4b222b7d3070a5f5b7034e7cb6db"
"Martins V.B.; de Macedo D.D.J.; Pioli L., Jr.; Immich R.","Martins, Victoria B. (57982986600); de Macedo, Douglas D. J. (24823749200); Pioli, Laércio (57211635317); Immich, Roger (23990618900)","57982986600; 24823749200; 57211635317; 23990618900","A Cluster Formation Algorithm for Fog Architectures Based on Mobility Parameters at a Geographically LAN Perspective","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142752748&doi=10.1007%2f978-3-031-19945-5_3&partnerID=40&md5=c45a883d2bc0693f9d0c79c6be83480e"
"Silva F.S.D.; Pascoal T.; Neto E.P.; Nunes R.S.S.; Souza C.H.M.; Neto A.","Silva, Felipe S. Dantas (56393770300); Pascoal, Túlio (57194329587); Neto, Emidio P. (57194408497); Nunes, Rodrigo S. S. (58475439000); Souza, Cristian H. M. (57204517410); Neto, Augusto (35105652600)","56393770300; 57194329587; 57194408497; 58475439000; 57204517410; 35105652600","An Adaptive Moving Target Defense Approach for Software-Defined Networking Protection","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164664227&doi=10.1109%2fNOMS56928.2023.10154278&partnerID=40&md5=340d76cb8e49f8332098471e7988a5fe"
"Shomran A.T.; Faisal B.M.; Hussein E.K.; Santos T.; Fatima K.","Shomran, Ali Talib (57203839572); Faisal, Batool Mardan (57200660271); Hussein, Emad Kamil (57221475185); Santos, Thiago (57666539300); Fatima, Kies (58173960900)","57203839572; 57200660271; 57221475185; 57666539300; 58173960900","DETERMINATION OF THE FATIGUE BEHAVIOR OF THE COMPOSITE SINGLE-STRINGER STRUCTURE BASED ON THE QUASI-STATIC METHOD","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158961073&doi=10.15587%2f1729-4061.2023.277911&partnerID=40&md5=ff6f3a4444ba31685cecef531ab7f196"
"Dias S.; Queiroz K.; Araujo A.","Dias, Samaherni (16177129200); Queiroz, Kurios (24831035000); Araujo, Aldayr (14015206500)","16177129200; 24831035000; 14015206500","Controlling Epidemic Diseases Based only on Social Distancing Level","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107652760&doi=10.1007%2fs40313-021-00745-6&partnerID=40&md5=0850ed2d5f0cf8f54c174b636bc7e2ef"
"Schmitz M.; Immich R.; Pessin G.; Pereira Rocha Filho G.","Schmitz, Matheus (57402078500); Immich, Roger (23990618900); Pessin, Gustavo (35318536200); Pereira Rocha Filho, Geraldo (57402795100)","57402078500; 23990618900; 35318536200; 57402795100","Towards the Categorization of Brazilian Financial Market Headlines","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122396241&doi=10.1109%2fTLA.2022.9661475&partnerID=40&md5=cfb26eb4539cc79fe481984ec7a6529c"
"Viswanathan G.M.; Portillo M.A.G.; Raposo E.P.; da Luz M.G.E.","Viswanathan, Gandhimohan M. (35396235600); Portillo, Marco Aurelio G. (57226360650); Raposo, Ernesto P. (7004254639); da Luz, Marcos G. E. (7003887994)","35396235600; 57226360650; 7004254639; 7003887994","What Does It Take to Solve the 3D Ising Model? Minimal Necessary Conditions for a Valid Solution","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147910292&doi=10.3390%2fe24111665&partnerID=40&md5=514b213ff6404f6654102457216f7991"
"Nogueira J.K.A.; Oliveira J.G.D.; Paiva S.B.; Silva Neto V.P.; D’assunção A.G.","Nogueira, Jurgen K. A. (57188987415); Oliveira, João G. D. (57213001300); Paiva, Samuel B. (57217246368); Silva Neto, Valdemir P. (55908415500); D’assunção, Adaildo G. (57208902469)","57188987415; 57213001300; 57217246368; 55908415500; 57208902469","A Compact CSRR-Based Sensor for Characterization of the Complex Permittivity of Dielectric Materials","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131170449&doi=10.3390%2felectronics11111787&partnerID=40&md5=43c7bfac76067a46f6667bc8befef0fc"
"da Silva Santos M.; Barros L.S.; da Silva França R.L.; Costa F.B.; Strunz K.","da Silva Santos, Maxwel (57212027912); Barros, Luciano Sales (55493359300); da Silva França, Rafael Lucas (57203003614); Costa, Flavio Bezerra (22333585200); Strunz, Kai (6602537242)","57212027912; 55493359300; 57203003614; 22333585200; 6602537242","A Meshed MMC-Based MTDC System with Improved Voltage Margin Control for Robustness Towards Disturbances","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132712799&doi=10.1007%2fs40313-022-00926-x&partnerID=40&md5=15de8a4be68ed223944334887834ced3"
"Drews-Jr P.L.J.; Gonçalves L.M.G.","Drews-Jr, Paulo L. J. (57202862578); Gonçalves, Luiz M. G. (58069927800)","57202862578; 58069927800","Robotics Research Growth in Latin America: Topical Collection on LARS 2020","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146448017&doi=10.1007%2fs10846-022-01789-9&partnerID=40&md5=6a060bd3754bf4283844f64dfe85afb0"
"Zhang X.; Liang R.; Bedregal B.","Zhang, Xiaohong (57192118431); Liang, Rong (57547060200); Bedregal, Benjamín (15520790700)","57192118431; 57547060200; 15520790700","Weak Inflationary BL-Algebras and Filters of Inflationary (Pseudo) General Residuated Lattices","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138617160&doi=10.3390%2fmath10183394&partnerID=40&md5=d0e2a6a2eb60a7a4831e267b9922afc6"
"Lopes E.V.; Fernandes N.F.D.O.; Carlos J.; Diego R. C S.; Nogueira M.B.; Rodrigues M.C.","Lopes, Ewerton V. (58538695100); Fernandes, Neuman F. De O. (58538209900); Carlos, Jose (58538049300); Diego R. C, Silva (58539174500); Nogueira, Marcelo B. (50661492500); Rodrigues, Marconi C. (57203639001)","58538695100; 58538209900; 58538049300; 58539174500; 50661492500; 57203639001","Design and implementation of an IoT based wheelchair for the treatment of spinal cord injuries","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168088225&doi=10.1109%2fMetroInd4.0IoT57462.2023.10180020&partnerID=40&md5=37954b2317b2118b694ec095f6a037b5"
"Colombini E.L.; Drews-Jr P.L.J.; Gonçalves L.M.G.","Colombini, Esther L. (15844865900); Drews-Jr, Paulo L. J. (57202862578); Gonçalves, Luiz M. G. (58069927800)","15844865900; 57202862578; 58069927800","Editorial Notes for Topical Collection on Robotica 2019","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125064739&doi=10.1007%2fs10846-021-01557-1&partnerID=40&md5=d0103de37a446f85d392c75c394c5448"
"Medeiros T.; Amaral M.; Targino M.; Silva M.; Silva I.; Sisinni E.; Ferrari P.","Medeiros, Thais (58538636900); Amaral, Miguel (58538797700); Targino, Matheus (58538471900); Silva, Marianne (57207807053); Silva, Ivanovitch (36537969500); Sisinni, Emiliano (24777116800); Ferrari, Paolo (57195277194)","58538636900; 58538797700; 58538471900; 57207807053; 36537969500; 24777116800; 57195277194","TinyML Custom AI Algorithms for Low-Power IoT Data Compression: A Bridge Monitoring Case Study","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168101688&doi=10.1109%2fMetroInd4.0IoT57462.2023.10180152&partnerID=40&md5=3229e1f28cef4b32f1acd783c077eb3e"
"Oliveira F.; Costa D.G.; Assis F.; Silva I.","Oliveira, Franklin (57220182434); Costa, Daniel G. (35519411300); Assis, Flavio (37120032100); Silva, Ivanovitch (36537969500)","57220182434; 35519411300; 37120032100; 36537969500","A Multi Soft-sensor Approach for the Development of Emergencies Detection Units on the Edge","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168127597&doi=10.1109%2fMetroInd4.0IoT57462.2023.10180198&partnerID=40&md5=4d7135fa096ea2b41a5f3b8d9f7a0709"
"Freitas V.C.G.D.; Araujo V.G.D.; Crisóstomo D.C.D.C.; Lima G.F.D.; Neto A.D.D.; Salazar A.O.","Freitas, Victor Carvalho Galvão De (57195733388); Araujo, Valbério Gonzaga De (57282612400); Crisóstomo, Daniel Carlos de Carvalho (57930026400); Lima, Gustavo Fernandes De (58001903800); Neto, Adrião Duarte Dória (57606728000); Salazar, Andrés Ortiz (7102422753)","57195733388; 57282612400; 57930026400; 58001903800; 57606728000; 7102422753","Velocity Prediction of a Pipeline Inspection Gauge (PIG) with Machine Learning","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143773113&doi=10.3390%2fs22239162&partnerID=40&md5=128ee328def7c662cc502b21f8122d74"
"de Lima M.M.F.; Anselmo D.H.A.L.; Silva R.; Nunes G.H.S.; Fulco U.L.; Vasconcelos M.S.; Mello V.D.","de Lima, Maxsuel M. F. (57606724500); Anselmo, Dory H. A. L. (8692644700); Silva, Raimundo (7201604594); Nunes, Glauber H. S. (24381911700); Fulco, Umberto L. (6603387870); Vasconcelos, Manoel S. (7006465048); Mello, Vamberto D. (8591255200)","57606724500; 8692644700; 7201604594; 24381911700; 6603387870; 7006465048; 8591255200","A Bayesian Analysis of Plant DNA Length Distribution via κ-Statistics","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138555656&doi=10.3390%2fe24091225&partnerID=40&md5=29cc5ddbd9836c1ab7f0388f1c7da30d"
"Lopes P.H.; Oliveira B.C.; Souza A.A.D.S.; Blanco W.","Lopes, Paulo H. (57217094595); Oliveira, Bruno Cruz (57727105200); Souza, Anderson Abner de S. (15849699800); Blanco, Wilfredo (12787663600)","57217094595; 57727105200; 15849699800; 12787663600","Mitigating Computer Limitations in Replicating Numerical Simulations of a Neural Network Model With Hodgkin-Huxley-Type Neurons","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131315664&doi=10.3389%2ffninf.2022.874234&partnerID=40&md5=f0dbed915b520d5742e3e9a740383c80"
